;_source.order_date;_source.order_id;id_rule;nm_rule
66;2023-04-03T08:44:10+00:00;584639;4;women_week
67;2023-03-14T18:21:36+00:00;558203;4;women_week
68;2023-04-03T22:19:12+00:00;585381;4;women_week
69;2023-04-03T19:58:05+00:00;585263;4;women_week
70;2023-03-17T20:41:17+00:00;562400;4;women_week
71;2023-03-15T00:04:19+00:00;558539;4;women_week
72;2023-03-15T13:33:36+00:00;559269;4;women_week
73;2023-03-15T14:18:14+00:00;559316;4;women_week
74;2023-03-20T02:18:14+00:00;565452;4;women_week
75;2023-03-22T01:06:14+00:00;568023;4;women_week
76;2023-03-20T12:54:43+00:00;566051;4;women_week
77;2023-03-09T15:21:36+00:00;726702;4;women_week
78;2023-03-24T15:38:53+00:00;571571;4;women_week
79;2023-03-24T14:47:02+00:00;571529;4;women_week
80;2023-03-24T16:53:46+00:00;571634;4;women_week
81;2023-03-29T04:50:53+00:00;731773;4;women_week
82;2023-04-05T20:19:41+00:00;730016;4;women_week
83;2023-03-15T00:53:17+00:00;558600;4;women_week
84;2023-03-15T12:51:50+00:00;559233;4;women_week
85;2023-03-15T10:48:00+00:00;559114;4;women_week
86;2023-04-04T15:24:29+00:00;586320;4;women_week
87;2023-04-04T16:26:24+00:00;586374;4;women_week
88;2023-03-23T11:38:24+00:00;732050;4;women_week
89;2023-03-28T19:17:46+00:00;727774;4;women_week
90;2023-04-06T07:03:22+00:00;732216;4;women_week
91;2023-03-30T23:32:38+00:00;579958;4;women_week
92;2023-03-10T20:48:29+00:00;727373;4;women_week
93;2023-03-27T23:06:43+00:00;575963;4;women_week
94;2023-03-29T23:00:58+00:00;578600;4;women_week
95;2023-03-29T16:22:05+00:00;578257;4;women_week
96;2023-03-10T02:29:46+00:00;551891;4;women_week
97;2023-03-10T03:00:00+00:00;551916;4;women_week
98;2023-03-09T15:36:00+00:00;551251;4;women_week
99;2023-03-09T16:17:46+00:00;551295;4;women_week
100;2023-03-09T11:48:29+00:00;551042;4;women_week
101;2023-03-09T13:00:29+00:00;551114;4;women_week
102;2023-04-05T15:01:26+00:00;587636;4;women_week
103;2023-04-05T21:33:07+00:00;587990;4;women_week
104;2023-03-17T19:56:38+00:00;562352;4;women_week
105;2023-04-05T11:22:34+00:00;587430;4;women_week
106;2023-04-05T13:43:41+00:00;587569;4;women_week
107;2023-03-29T08:52:48+00:00;577823;4;women_week
108;2023-03-28T17:32:38+00:00;577005;4;women_week
109;2023-03-29T05:45:36+00:00;577646;4;women_week
110;2023-03-29T06:36:00+00:00;577688;4;women_week
111;2023-03-28T22:30:43+00:00;577256;4;women_week
112;2023-03-28T03:59:02+00:00;576241;4;women_week
113;2023-04-07T09:59:02+00:00;590027;4;women_week
114;2023-04-06T12:33:07+00:00;588832;4;women_week
115;2023-04-06T13:58:05+00:00;588900;4;women_week
116;2023-04-06T19:04:48+00:00;589173;4;women_week
117;2023-04-06T19:32:10+00:00;589212;4;women_week
118;2023-03-31T12:12:58+00:00;580684;4;women_week
119;2023-04-05T07:16:19+00:00;587182;4;women_week
120;2023-03-22T15:15:50+00:00;568789;4;women_week
121;2023-03-09T06:14:24+00:00;550724;4;women_week
122;2023-03-20T02:11:02+00:00;565446;4;women_week
123;2023-03-29T12:25:55+00:00;578040;4;women_week
124;2023-03-29T13:36:29+00:00;578098;4;women_week
125;2023-03-27T11:32:38+00:00;575341;4;women_week
126;2023-03-27T12:46:05+00:00;575416;4;women_week
127;2023-03-29T09:31:41+00:00;577859;4;women_week
128;2023-03-29T09:51:50+00:00;577879;4;women_week
129;2023-04-07T20:34:05+00:00;590621;4;women_week
130;2023-03-28T15:27:22+00:00;576878;4;women_week
131;2023-03-28T16:00:29+00:00;576912;4;women_week
132;2023-03-30T03:24:29+00:00;578834;4;women_week
133;2023-03-30T04:09:07+00:00;578875;4;women_week
134;2023-04-04T05:24:00+00:00;585769;4;women_week
135;2023-03-27T22:16:19+00:00;575919;4;women_week
136;2023-03-27T23:02:24+00:00;575958;4;women_week
137;2023-03-28T11:03:50+00:00;576633;4;women_week
138;2023-03-28T00:07:12+00:00;576006;4;women_week
139;2023-03-14T23:52:48+00:00;558526;4;women_week
140;2023-03-15T13:43:41+00:00;559280;4;women_week
141;2023-04-07T00:53:17+00:00;589499;4;women_week
142;2023-03-13T12:08:38+00:00;556460;4;women_week
143;2023-03-13T08:11:02+00:00;556221;4;women_week
144;2023-03-13T09:00:00+00:00;556267;4;women_week
145;2023-03-09T22:42:14+00:00;551647;4;women_week
146;2023-03-09T23:09:36+00:00;551674;4;women_week
147;2023-03-09T23:12:29+00:00;551677;4;women_week
148;2023-03-09T13:26:24+00:00;551133;4;women_week
149;2023-04-05T23:05:17+00:00;588068;4;women_week
150;2023-03-23T18:33:07+00:00;570396;4;women_week
151;2023-03-23T12:11:31+00:00;570037;4;women_week
152;2023-03-14T04:43:41+00:00;557387;4;women_week
153;2023-03-13T22:49:26+00:00;557040;4;women_week
154;2023-03-13T23:35:31+00:00;557088;4;women_week
155;2023-03-13T21:12:58+00:00;556945;4;women_week
156;2023-03-13T22:22:05+00:00;557016;4;women_week
157;2023-03-13T07:40:48+00:00;556187;4;women_week
158;2023-03-16T14:12:29+00:00;560651;4;women_week
159;2023-03-16T14:57:07+00:00;560693;4;women_week
160;2023-03-17T05:41:17+00:00;561543;4;women_week
161;2023-03-16T17:13:55+00:00;560828;4;women_week
162;2023-03-16T18:41:46+00:00;560892;4;women_week
163;2023-03-29T08:03:50+00:00;577769;4;women_week
164;2023-03-22T23:08:10+00:00;569259;4;women_week
165;2023-03-23T00:04:19+00:00;569311;4;women_week
166;2023-03-24T01:03:22+00:00;570757;4;women_week
167;2023-03-24T02:28:19+00:00;570835;4;women_week
168;2023-03-27T07:37:55+00:00;575130;4;women_week
169;2023-04-04T11:06:43+00:00;586054;4;women_week
170;2023-04-04T11:39:50+00:00;586084;4;women_week
171;2023-04-04T18:07:12+00:00;586462;4;women_week
172;2023-03-15T01:50:53+00:00;558652;4;women_week
173;2023-03-15T02:19:41+00:00;558680;4;women_week
174;2023-03-31T10:58:05+00:00;580620;4;women_week
175;2023-04-05T07:58:05+00:00;587224;4;women_week
176;2023-03-31T10:55:12+00:00;580613;4;women_week
177;2023-04-07T11:26:53+00:00;590107;4;women_week
178;2023-03-17T14:36:58+00:00;562050;4;women_week
179;2023-03-17T18:07:12+00:00;562247;4;women_week
180;2023-04-07T18:48:58+00:00;590529;4;women_week
181;2023-04-07T20:11:02+00:00;590599;4;women_week
182;2023-03-21T01:40:48+00:00;566768;4;women_week
183;2023-03-21T02:39:50+00:00;566812;4;women_week
184;2023-03-31T17:51:22+00:00;580985;4;women_week
185;2023-03-31T21:28:48+00:00;581190;4;women_week
186;2023-03-21T04:58:05+00:00;566944;4;women_week
187;2023-03-21T05:26:53+00:00;566979;4;women_week
188;2023-03-20T15:18:43+00:00;566170;4;women_week
189;2023-03-20T14:25:26+00:00;566125;4;women_week
190;2023-03-20T13:48:00+00:00;566100;4;women_week
191;2023-03-27T08:32:38+00:00;575179;4;women_week
192;2023-03-27T04:23:31+00:00;574956;4;women_week
193;2023-03-27T01:04:48+00:00;574760;4;women_week
194;2023-03-30T03:37:26+00:00;578843;4;women_week
195;2023-03-30T04:17:46+00:00;578885;4;women_week
196;2023-03-29T18:01:26+00:00;578339;4;women_week
197;2023-03-09T18:21:36+00:00;723304;4;women_week
198;2023-03-23T07:00:29+00:00;569716;4;women_week
199;2023-03-20T16:48:00+00:00;566256;4;women_week
200;2023-03-16T06:40:19+00:00;560205;4;women_week
201;2023-03-17T12:54:43+00:00;561965;4;women_week
202;2023-03-17T13:48:00+00:00;562008;4;women_week
203;2023-03-30T17:12:29+00:00;579614;4;women_week
204;2023-04-06T06:36:00+00:00;588512;4;women_week
205;2023-04-02T21:59:02+00:00;584021;3;women_weekend
206;2023-04-02T22:32:10+00:00;584058;3;women_weekend
207;2023-04-02T22:58:05+00:00;584093;3;women_weekend
208;2023-03-26T21:44:38+00:00;574586;3;women_weekend
209;2023-03-26T00:59:02+00:00;727462;3;women_weekend
210;2023-04-08T12:34:34+00:00;591503;3;women_weekend
211;2023-04-02T12:20:10+00:00;583446;3;women_weekend
212;2023-03-18T04:30:43+00:00;562835;3;women_weekend
213;2023-03-18T00:50:24+00:00;562629;3;women_weekend
214;2023-03-25T01:32:10+00:00;572116;3;women_weekend
215;2023-03-25T05:54:14+00:00;572360;3;women_weekend
216;2023-03-25T06:30:14+00:00;572407;3;women_weekend
217;2023-03-25T08:18:14+00:00;572515;3;women_weekend
218;2023-03-11T06:33:07+00:00;553438;3;women_weekend
219;2023-03-11T07:32:10+00:00;553489;3;women_weekend
220;2023-04-01T15:08:38+00:00;582258;3;women_weekend
221;2023-03-26T13:19:12+00:00;733113;3;women_weekend
222;2023-03-11T15:18:43+00:00;553951;3;women_weekend
223;2023-04-01T20:48:29+00:00;582575;3;women_weekend
224;2023-04-01T02:44:10+00:00;581487;3;women_weekend
225;2023-04-01T03:21:36+00:00;581527;3;women_weekend
226;2023-03-19T13:46:34+00:00;564710;3;women_weekend
227;2023-03-19T08:52:48+00:00;564429;3;women_weekend
228;2023-03-18T11:19:41+00:00;563193;3;women_weekend
229;2023-03-12T23:49:55+00:00;555773;3;women_weekend
230;2023-03-12T23:21:07+00:00;555739;3;women_weekend
231;2023-04-01T00:00:00+00:00;581334;3;women_weekend
232;2023-04-02T12:10:05+00:00;731147;3;women_weekend
233;2023-04-01T02:12:29+00:00;581451;3;women_weekend
234;2023-04-02T06:12:58+00:00;724234;3;women_weekend
235;2023-03-25T08:32:38+00:00;730455;3;women_weekend
236;2023-03-11T13:35:02+00:00;732305;3;women_weekend
237;2023-04-02T07:04:48+00:00;728437;3;women_weekend
238;2023-03-12T06:56:10+00:00;723426;3;women_weekend
239;2023-03-19T16:36:29+00:00;564885;3;women_weekend
240;2023-03-18T03:48:58+00:00;562792;3;women_weekend
241;2023-04-08T16:06:14+00:00;591709;3;women_weekend
242;2023-04-01T00:07:12+00:00;581338;3;women_weekend
243;2023-04-01T00:47:31+00:00;581373;3;women_weekend
244;2023-03-25T15:37:26+00:00;572922;3;women_weekend
245;2023-04-02T10:26:24+00:00;712841;3;women_weekend
246;2023-04-02T03:02:53+00:00;712770;3;women_weekend
247;2023-03-12T00:48:58+00:00;554479;3;women_weekend
248;2023-03-11T23:28:19+00:00;554403;3;women_weekend
249;2023-03-12T02:29:46+00:00;554568;3;women_weekend
250;2023-03-12T03:02:53+00:00;554603;3;women_weekend
251;2023-04-01T21:28:48+00:00;582617;3;women_weekend
252;2023-03-26T00:00:00+00:00;573392;3;women_weekend
253;2023-03-26T08:49:55+00:00;573876;3;women_weekend
254;2023-03-26T11:45:36+00:00;574027;3;women_weekend
255;2023-03-18T14:13:55+00:00;563365;3;women_weekend
256;2023-04-03T09:28:48+00:00;584677;2;men_week
257;2023-03-27T03:48:58+00:00;574916;2;men_week
258;2023-03-20T09:27:22+00:00;565855;2;men_week
259;2023-04-03T02:19:41+00:00;723055;2;men_week
260;2023-04-04T13:10:34+00:00;718424;2;men_week
261;2023-04-05T14:15:22+00:00;720666;2;men_week
262;2023-03-27T19:59:31+00:00;715061;2;men_week
263;2023-03-28T21:24:29+00:00;721826;2;men_week
264;2023-03-30T04:48:00+00:00;578916;2;men_week
265;2023-03-29T18:23:02+00:00;578355;2;men_week
266;2023-03-28T11:32:38+00:00;576663;2;men_week
267;2023-03-31T00:59:02+00:00;580047;2;men_week
268;2023-03-31T02:57:07+00:00;580168;2;men_week
269;2023-03-31T05:24:00+00:00;580305;2;men_week
270;2023-03-30T04:55:12+00:00;578926;2;men_week
271;2023-03-30T05:51:22+00:00;578975;2;men_week
272;2023-03-30T00:02:53+00:00;578650;2;men_week
273;2023-03-28T00:25:55+00:00;576030;2;men_week
274;2023-03-27T07:22:05+00:00;575119;2;men_week
275;2023-03-22T08:12:29+00:00;568397;2;men_week
276;2023-03-22T01:26:24+00:00;568044;2;men_week
277;2023-04-03T14:02:24+00:00;584941;2;men_week
278;2023-03-09T07:56:38+00:00;550810;2;men_week
279;2023-03-10T10:42:14+00:00;552346;2;men_week
280;2023-03-16T22:37:55+00:00;561124;2;men_week
281;2023-03-10T17:21:07+00:00;552715;2;men_week
282;2023-03-24T22:20:38+00:00;571941;2;men_week
283;2023-03-24T23:22:34+00:00;571995;2;men_week
284;2023-03-30T10:04:48+00:00;579212;2;men_week
285;2023-03-23T20:44:10+00:00;570520;2;men_week
286;2023-03-27T20:09:36+00:00;575797;2;men_week
287;2023-03-30T05:29:46+00:00;578957;2;men_week
288;2023-03-29T23:31:12+00:00;578618;2;men_week
289;2023-03-28T00:59:02+00:00;576071;2;men_week
290;2023-03-29T15:59:02+00:00;578235;2;men_week
291;2023-03-27T18:54:43+00:00;575730;2;men_week
292;2023-03-29T02:35:31+00:00;577475;2;men_week
293;2023-03-29T03:34:34+00:00;577527;2;men_week
294;2023-03-28T12:40:19+00:00;576721;2;men_week
295;2023-03-20T10:33:36+00:00;565915;2;men_week
296;2023-03-21T21:57:36+00:00;567868;2;men_week
297;2023-03-22T06:17:17+00:00;568292;2;men_week
298;2023-04-04T12:54:43+00:00;713616;2;men_week
299;2023-03-13T09:41:46+00:00;556315;2;men_week
300;2023-03-13T14:11:02+00:00;556558;2;men_week
301;2023-03-13T18:40:19+00:00;556787;2;men_week
302;2023-04-06T18:23:02+00:00;716169;2;men_week
303;2023-04-07T03:53:17+00:00;716365;2;men_week
304;2023-04-04T01:07:41+00:00;585543;2;men_week
305;2023-04-05T11:35:31+00:00;587443;2;men_week
306;2023-04-05T13:56:38+00:00;587576;2;men_week
307;2023-03-17T01:26:24+00:00;561290;2;men_week
308;2023-03-17T08:48:29+00:00;561739;2;men_week
309;2023-03-13T01:49:26+00:00;555874;2;men_week
310;2023-03-23T14:26:53+00:00;570161;2;men_week
311;2023-03-20T22:56:38+00:00;566607;2;men_week
312;2023-03-21T12:53:17+00:00;567340;2;men_week
313;2023-04-03T01:46:34+00:00;584261;2;men_week
314;2023-03-14T01:42:14+00:00;557228;2;men_week
315;2023-03-14T02:28:19+00:00;557262;2;men_week
316;2023-03-14T03:17:17+00:00;557307;2;men_week
317;2023-03-31T07:49:26+00:00;580442;2;men_week
318;2023-03-31T08:34:05+00:00;580488;2;men_week
319;2023-03-15T16:00:29+00:00;559416;2;men_week
320;2023-03-14T17:48:29+00:00;558160;2;men_week
321;2023-04-03T17:36:58+00:00;585134;2;men_week
322;2023-04-03T18:34:34+00:00;585178;2;men_week
323;2023-04-03T21:28:48+00:00;585335;2;men_week
324;2023-04-03T19:26:24+00:00;585228;2;men_week
325;2023-04-03T15:31:41+00:00;585022;2;men_week
326;2023-03-15T00:50:24+00:00;558595;2;men_week
327;2023-03-15T13:04:48+00:00;559245;2;men_week
328;2023-03-22T08:06:43+00:00;568386;2;men_week
329;2023-03-30T14:47:02+00:00;579485;2;men_week
330;2023-03-30T18:00:00+00:00;579661;2;men_week
331;2023-03-30T18:51:50+00:00;579713;2;men_week
332;2023-03-24T20:02:24+00:00;571813;2;men_week
333;2023-04-06T05:54:14+00:00;717415;2;men_week
334;2023-03-31T23:52:48+00:00;581327;2;men_week
335;2023-03-15T00:28:48+00:00;558564;2;men_week
336;2023-03-15T13:58:05+00:00;559293;2;men_week
337;2023-03-20T02:31:12+00:00;565466;2;men_week
338;2023-03-31T00:15:50+00:00;579992;2;men_week
339;2023-03-30T13:30:43+00:00;721959;2;men_week
340;2023-03-23T02:52:48+00:00;719675;2;men_week
341;2023-03-30T16:12:00+00:00;719618;2;men_week
342;2023-03-27T22:17:46+00:00;575923;2;men_week
343;2023-03-27T23:47:02+00:00;575988;2;men_week
344;2023-03-28T00:07:12+00:00;576007;2;men_week
345;2023-03-27T18:05:46+00:00;575700;2;men_week
346;2023-03-10T07:53:46+00:00;552188;2;men_week
347;2023-03-09T15:04:19+00:00;551220;2;men_week
348;2023-03-09T12:24:29+00:00;551077;2;men_week
349;2023-03-10T00:56:10+00:00;551782;2;men_week
350;2023-04-05T16:10:34+00:00;587684;2;men_week
351;2023-04-05T20:38:24+00:00;587937;2;men_week
352;2023-04-05T10:35:02+00:00;587372;2;men_week
353;2023-04-05T10:50:53+00:00;587394;2;men_week
354;2023-04-03T12:59:02+00:00;584879;2;men_week
355;2023-04-03T13:23:31+00:00;584907;2;men_week
356;2023-04-05T12:20:10+00:00;587483;2;men_week
357;2023-04-05T13:06:14+00:00;587531;2;men_week
358;2023-04-05T18:46:05+00:00;587828;2;men_week
359;2023-03-29T12:31:41+00:00;578044;2;men_week
360;2023-03-29T13:20:38+00:00;578091;2;men_week
361;2023-03-27T11:31:12+00:00;575340;2;men_week
362;2023-03-29T10:13:26+00:00;577903;2;men_week
363;2023-03-21T19:35:02+00:00;567736;2;men_week
364;2023-03-28T04:46:34+00:00;576291;2;men_week
365;2023-03-29T00:47:31+00:00;577375;2;men_week
366;2023-04-06T16:56:38+00:00;589059;2;men_week
367;2023-03-31T11:22:34+00:00;580641;2;men_week
368;2023-03-20T22:01:55+00:00;566553;2;men_week
369;2023-03-22T06:54:43+00:00;568331;2;men_week
370;2023-03-22T10:50:53+00:00;568524;2;men_week
371;2023-03-22T12:01:26+00:00;568589;2;men_week
372;2023-03-22T12:47:31+00:00;568640;2;men_week
373;2023-03-22T13:23:31+00:00;568682;2;men_week
374;2023-03-09T08:32:38+00:00;550841;2;men_week
375;2023-04-07T20:45:36+00:00;590631;2;men_week
376;2023-04-04T15:18:43+00:00;586313;2;men_week
377;2023-04-04T16:06:14+00:00;586343;2;men_week
378;2023-04-04T16:33:36+00:00;586383;2;men_week
379;2023-03-17T02:15:22+00:00;561343;2;men_week
380;2023-03-27T12:05:46+00:00;575378;2;men_week
381;2023-03-21T19:56:38+00:00;567755;2;men_week
382;2023-04-04T16:10:34+00:00;586349;2;men_week
383;2023-04-04T16:36:29+00:00;586389;2;men_week
384;2023-03-27T16:59:31+00:00;575639;2;men_week
385;2023-03-27T17:34:05+00:00;575674;2;men_week
386;2023-03-15T00:38:53+00:00;558578;2;men_week
387;2023-03-15T12:50:24+00:00;559229;2;men_week
388;2023-03-15T10:49:26+00:00;559116;2;men_week
389;2023-03-13T15:50:24+00:00;556644;2;men_week
390;2023-03-13T17:05:17+00:00;556709;2;men_week
391;2023-03-20T12:57:36+00:00;566053;2;men_week
392;2023-03-15T19:07:41+00:00;716826;2;men_week
393;2023-03-16T04:01:55+00:00;716092;2;men_week
394;2023-03-09T14:24:00+00:00;551185;2;men_week
395;2023-03-21T09:25:55+00:00;715455;2;men_week
396;2023-04-06T00:51:50+00:00;588187;2;men_week
397;2023-04-05T22:01:55+00:00;588017;2;men_week
398;2023-03-31T05:06:43+00:00;580284;2;men_week
399;2023-03-14T03:48:58+00:00;557332;2;men_week
400;2023-03-14T08:08:10+00:00;557574;2;men_week
401;2023-03-20T05:02:24+00:00;565605;2;men_week
402;2023-03-17T06:15:50+00:00;561577;2;men_week
403;2023-03-17T03:30:14+00:00;561429;2;men_week
404;2023-03-29T04:20:38+00:00;577569;2;men_week
405;2023-03-29T05:06:43+00:00;577604;2;men_week
406;2023-03-24T01:52:19+00:00;570801;2;men_week
407;2023-03-24T04:20:38+00:00;570948;2;men_week
408;2023-03-24T05:08:10+00:00;570990;2;men_week
409;2023-03-24T03:10:05+00:00;570878;2;men_week
410;2023-03-23T22:43:41+00:00;570632;2;men_week
411;2023-03-16T05:28:19+00:00;560151;2;men_week
412;2023-04-05T08:26:53+00:00;587259;2;men_week
413;2023-03-17T15:34:34+00:00;562101;2;men_week
414;2023-03-17T18:40:19+00:00;562285;2;men_week
415;2023-04-06T22:16:19+00:00;589368;2;men_week
416;2023-04-06T23:16:48+00:00;589415;2;men_week
417;2023-03-31T13:46:34+00:00;580765;2;men_week
418;2023-03-31T15:01:26+00:00;580835;2;men_week
419;2023-03-21T00:07:12+00:00;566680;2;men_week
420;2023-03-21T01:01:55+00:00;566734;2;men_week
421;2023-03-21T07:52:19+00:00;567094;2;men_week
422;2023-03-21T03:59:02+00:00;566892;2;men_week
423;2023-03-20T15:46:05+00:00;566187;2;men_week
424;2023-03-20T15:01:26+00:00;566156;2;men_week
425;2023-03-20T17:06:43+00:00;566280;2;men_week
426;2023-03-20T06:50:24+00:00;565708;2;men_week
427;2023-03-29T01:30:43+00:00;577427;2;men_week
428;2023-03-27T05:38:24+00:00;575027;2;men_week
429;2023-03-27T06:38:53+00:00;575083;2;men_week
430;2023-03-27T05:06:43+00:00;574993;2;men_week
431;2023-03-27T01:35:02+00:00;574789;2;men_week
432;2023-03-27T21:23:02+00:00;575865;2;men_week
433;2023-03-27T14:41:17+00:00;575521;2;men_week
434;2023-03-27T15:24:29+00:00;575559;2;men_week
435;2023-03-27T16:00:29+00:00;575582;2;men_week
436;2023-03-28T17:26:53+00:00;577000;2;men_week
437;2023-03-28T15:11:31+00:00;576859;2;men_week
438;2023-03-30T01:00:29+00:00;578700;2;men_week
439;2023-03-28T13:45:07+00:00;576772;2;men_week
440;2023-03-28T12:24:29+00:00;576703;2;men_week
441;2023-03-27T10:58:05+00:00;575312;2;men_week
442;2023-04-07T07:43:41+00:00;589902;2;men_week
443;2023-04-05T01:26:24+00:00;718392;2;men_week
444;2023-03-23T06:10:05+00:00;569674;2;men_week
445;2023-03-21T23:41:17+00:00;567950;2;men_week
446;2023-03-20T08:32:38+00:00;565809;2;men_week
447;2023-03-21T02:51:22+00:00;566826;2;men_week
448;2023-03-09T17:03:50+00:00;551329;2;men_week
449;2023-04-06T08:28:19+00:00;588617;2;men_week
450;2023-03-17T04:13:26+00:00;561472;2;men_week
451;2023-04-08T08:28:19+00:00;716724;1;men_weekend
452;2023-04-02T16:30:43+00:00;583706;1;men_weekend
453;2023-03-12T14:06:43+00:00;555236;1;men_weekend
454;2023-03-12T15:02:53+00:00;555286;1;men_weekend
455;2023-03-18T05:15:22+00:00;562882;1;men_weekend
456;2023-03-18T01:45:07+00:00;562672;1;men_weekend
457;2023-03-25T07:10:34+00:00;572448;1;men_weekend
458;2023-03-25T07:43:41+00:00;572484;1;men_weekend
459;2023-03-26T16:12:00+00:00;574267;1;men_weekend
460;2023-04-01T03:31:41+00:00;718250;1;men_weekend
461;2023-04-01T15:54:43+00:00;582306;1;men_weekend
462;2023-04-01T06:21:36+00:00;581695;1;men_weekend
463;2023-04-01T04:23:31+00:00;581569;1;men_weekend
464;2023-03-19T13:03:22+00:00;564670;1;men_weekend
465;2023-03-19T09:43:12+00:00;564479;1;men_weekend
466;2023-03-19T10:16:19+00:00;564513;1;men_weekend
467;2023-03-18T15:44:38+00:00;563440;1;men_weekend
468;2023-03-18T16:27:50+00:00;563485;1;men_weekend
469;2023-03-12T23:58:34+00:00;555784;1;men_weekend
470;2023-04-01T01:37:55+00:00;581419;1;men_weekend
471;2023-03-26T23:02:24+00:00;719016;1;men_weekend
472;2023-03-26T06:25:55+00:00;573745;1;men_weekend
473;2023-03-26T07:13:26+00:00;573794;1;men_weekend
474;2023-04-01T16:49:26+00:00;717911;1;men_weekend
475;2023-04-01T00:51:50+00:00;581375;1;men_weekend
476;2023-03-26T23:58:34+00:00;574708;1;men_weekend
477;2023-03-26T13:50:53+00:00;574149;1;men_weekend
478;2023-04-01T05:49:55+00:00;581657;1;men_weekend
479;2023-03-11T06:14:24+00:00;553412;1;men_weekend
480;2023-03-12T17:22:34+00:00;555414;1;men_weekend
481;2023-03-12T14:26:53+00:00;555248;1;men_weekend
482;2023-03-26T13:26:24+00:00;574129;1;men_weekend
483;2023-03-26T14:29:46+00:00;574176;1;men_weekend
484;2023-04-01T01:40:48+00:00;581420;1;men_weekend
485;2023-04-08T02:48:29+00:00;590937;1;men_weekend
486;2023-04-08T03:28:48+00:00;590976;1;men_weekend
487;2023-03-11T22:14:53+00:00;554332;1;men_weekend
488;2023-03-11T17:32:38+00:00;554070;1;men_weekend
489;2023-03-19T21:24:29+00:00;565150;1;men_weekend
490;2023-03-19T22:16:19+00:00;565206;1;men_weekend
